,arcstr,aug_factor,augment,batch_size,contrast,cubic,data_path,gamma,gamma_step,learning_rate,output_val,reg,seed,split_by_job,test_split_frac,transform,val_split_frac
101,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_D3D/D3D_Full_0.5_A.h5,0.98,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,True,0,True,0.2
102,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./Anode_A65_9_Rescaled_Halves_AUG_0.5_A.h5,0.98,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,True,0,True,0.2
103,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_D3D/D3D_Full_2.0_A.h5,0.98,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,True,0,True,0.2
104,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,True,./LR2HR_D3D/D3D_Full_2.0_A.h5,0.98,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,True,0,True,0.2
105,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./Anode_A65_9_Rescaled_Halves_AUG_0.5_A.h5,0.98,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
106,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_Anode/Anode_A65_9_Rescaled_Halves_AUG_0.5_A.h5,0.98,10.0,0.0001,"[6, 7, 8]",None,42.0,True,0,True,0.2
107,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_Anode/Anode_A65_9_Rescaled_Halves_AUG_0.5_A.h5,0.98,10.0,0.0001,"[6, 7, 8]",None,42.0,False,0,True,0.2
108,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_Anode/Anode_A65_9_Rescaled_Halves_AUG_0.5_A_dual.h5,0.98,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
109,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_Anode_Final/Anode_A50_6_Resampled_Halves_AUG_0.5_A.h5,0.99,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
110,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_Anode_Final/Anode_A50_6_Resampled_Halves_AUG_0.5_A_dual.h5,0.99,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
111,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_Anode_Final/Anode_A65_8_Resampled_Halves_AUG_0.5_A.h5,0.99,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
112,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_Anode_Final/Anode_A65_8_Resampled_Halves_AUG_0.5_A.h5,0.99,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
113,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_Anode_Final/Combined_Anode_AUG.h5,0.99,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
114,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./Anode_A65_9_Resampled_Halves_AUG_0.5_A_dual.h5,0.99,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
115,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./Anode_A65_8_Resampled_Halves_AUG_0.5_A_dual.h5,0.99,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
116,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_Anode_Final/Combined_Anode_AUG_dual.h5,0.99,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
117,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_Anode_Final/Combined_Anode_AUG_dual.h5,0.99,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
118,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_D3D_Halves/D3D_Resampled_Multi_AUG_Halves_0.5_A_dual.h5,0.99,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
119,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_D3D_Halves/D3D_Resampled_Multi_Over_AUG_Halves_0.5_A_dual.h5,0.99,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
120,"c16,a1k2s2,c32,a1k2s2,c64,a1k2s2,c128,a1k2s2,d128,d64",4,True,32,A,False,./LR2HR_D3D_Halves/D3D_Resampled_One_AUG_Halves_0.5_A_dual.h5,0.99,10.0,0.0001,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",None,42.0,False,0,True,0.2
